pos	callable_tn	callable_t
7911	5496	6955
7912	5484	6941
7913	5465	6914
7914	5454	6903
7915	5439	6890
7916	5426	6879
7917	5424	6872
7918	5411	6852
7919	5399	6844
7920	5397	6836
7921	5377	6811
7922	5363	6790
7923	5356	6792
7924	5341	6761
7925	5310	6718
7926	5308	6707
7927	5282	6689
7928	5271	6672
7929	5255	6659
7930	5242	6648
7931	5234	6636
7932	5219	6617
7933	5204	6597
7934	5197	6584
7935	5200	6574
7936	5192	6557
7937	5187	6552
7938	5182	6530
7939	5173	6511
7940	5152	6490
7941	5156	6484
7942	5146	6471
7943	5141	6450
7944	5133	6448
7945	5120	6441
7946	5106	6416
7947	5109	6417
7948	5103	6401
7949	5094	6392
7950	5096	6395
7951	5092	6386
7952	5103	6383
7953	5106	6382
7954	5098	6381
7955	5092	6380
7956	5101	6387
7957	5104	6384
7958	5100	6389
7959	5104	6387
7960	5103	6391
7961	5099	6381
7962	5100	6383
7963	5087	6387
7964	5080	6377
7965	5074	6380
7966	5070	6384
7967	5068	6391
7968	5069	6381
7969	5065	6375
7970	5060	6369
7971	5064	6371
7972	5060	6356
7973	5070	6361
7974	5072	6365
7975	5073	6369
7976	5072	6358
7977	5064	6362
7978	5074	6382
7979	5075	6379
7980	5069	6378
7981	5076	6384
7982	5088	6382
7983	5091	6380
7984	5093	6388
7985	5088	6400
7986	5091	6411
7987	5094	6423
7988	5103	6431
7989	5110	6447
7990	5112	6455
7991	5128	6462
7992	5126	6465
7993	5124	6462
7994	5126	6460
7995	5127	6470
7996	5132	6477
7997	5121	6468
7998	5128	6479
7999	5121	6473
8000	5122	6477
8001	5127	6491
8002	5129	6488
8003	5125	6485
8004	5130	6492
8005	5127	6489
8006	5125	6495
8007	5137	6505
8008	5140	6509
8009	5141	6514
8010	5152	6526
8011	5151	6531
8012	5161	6546
8013	5168	6555
8014	5182	6562
8015	5182	6567
8016	5189	6577
8017	5194	6576
8018	5193	6584
8019	5198	6592
8020	5196	6595
8021	5202	6597
8022	5198	6601
8023	5190	6599
8024	5189	6603
8025	5187	6608
8026	5169	6597
8027	5154	6575
8028	5155	6568
8029	5147	6553
8030	5149	6551
8031	5145	6553
8032	5131	6535
8033	5117	6519
8034	5114	6508
8035	5102	6493
8036	5090	6467
8037	5083	6449
8038	5073	6442
8039	5073	6449
8040	5062	6426
8041	5061	6417
8042	5067	6410
8043	5065	6396
8044	5057	6381
8045	5056	6381
8046	5056	6368
8047	5046	6360
8048	5046	6358
8049	5029	6350
8050	5022	6337
8051	5017	6324
8052	5022	6322
8053	5005	6304
8054	5013	6286
8055	5010	6282
8056	4996	6266
8057	4983	6261
8058	4982	6251
8059	4983	6258
8060	4974	6250
8061	4966	6243
8062	4959	6238
8063	4959	6228
8064	4946	6219
8065	4940	6209
8066	4939	6196
8067	4936	6192
8068	4937	6188
8069	4930	6180
8070	4921	6164
8071	4919	6163
8072	4921	6150
8073	4904	6126
8074	4895	6110
8075	4897	6114
8076	4910	6120
8077	4905	6113
8078	4907	6109
8079	4911	6117
8080	4911	6108
8081	4916	6107
8082	4924	6104
8083	4913	6103
8084	4905	6098
8085	4895	6084
8086	4893	6087
8087	4885	6081
8088	4889	6071
8089	4885	6057
8090	4881	6048
8091	4872	6044
8092	4867	6045
8093	4865	6045
8094	4863	6036
8095	4871	6037
8096	4871	6034
8097	4877	6041
8098	4878	6044
8099	4880	6046
8100	4890	6046
8101	4893	6061
8102	4883	6054
8103	4875	6056
8104	4872	6052
8105	4866	6049
8106	4872	6064
8107	4871	6062
8108	4870	6056
8109	4860	6058
8110	4862	6062
8111	4867	6073
8112	4874	6085
8113	4880	6101
8114	4889	6106
8115	4887	6111
8116	4884	6118
8117	4882	6121
8118	4888	6121
8119	4894	6123
8120	4909	6140
8121	4912	6149
8122	4918	6148
8123	4919	6154
8124	4925	6158
8125	4941	6171
8126	4944	6182
8127	4957	6187
8128	4964	6192
8129	4967	6202
8130	4958	6195
8131	4944	6196
8132	4947	6201
8133	4953	6210
8134	4952	6222
8135	4936	6220
8136	4944	6240
8137	4950	6245
8138	4958	6257
8139	4956	6269
8140	4958	6273
8141	4961	6283
8142	4975	6300
8143	4985	6303
8144	4971	6304
8145	4974	6318
8146	4962	6320
8147	4968	6327
8148	4974	6333
8149	4978	6344
8150	4989	6365
8151	4981	6351
8152	4983	6338
8153	4975	6336
8154	4976	6340
8155	4968	6337
8156	4964	6322
8157	4956	6309
8158	4954	6306
8159	4948	6301
8160	4948	6303
8161	4940	6297
8162	4945	6302
8163	4951	6305
8164	4948	6303
8165	4945	6309
8166	4939	6316
8167	4944	6322
8168	4948	6323
8169	4943	6310
8170	4942	6311
8171	4941	6304
8172	4938	6307
8173	4935	6302
8174	4930	6300
8175	4937	6309
8176	4923	6296
8177	4918	6285
8178	4918	6296
8179	4917	6297
8180	4913	6293
8181	4901	6283
8182	4894	6283
8183	4887	6284
8184	4892	6274
8185	4885	6273
8186	4878	6261
8187	4867	6249
8188	4860	6233
8189	4859	6232
8190	4854	6234
8191	4847	6223
8192	4853	6223
8193	4848	6211
8194	4846	6216
8195	4838	6201
8196	4845	6201
8197	4836	6192
8198	4827	6183
8199	4820	6173
8200	4805	6165
8201	4799	6159
8202	4785	6134
8203	4779	6129
8204	4776	6121
8205	4763	6103
8206	4743	6082
8207	4739	6076
8208	4739	6068
8209	4720	6056
8210	4703	6038
8211	4692	6028
8212	4673	6002
8213	4651	5976
8214	4658	5974
8215	4637	5946
8216	4622	5924
8217	4601	5898
8218	4563	5861
8219	4550	5833
8220	4529	5818
8221	4515	5802
8222	4496	5774
8223	4478	5747
8224	4465	5728
8225	4460	5716
8226	4455	5695
8227	4443	5678
8228	4446	5672
8229	4436	5659
8230	4428	5647
8231	4422	5633
8232	4405	5615
8233	4384	5595
8234	4382	5579
8235	4366	5556
8236	4355	5540
8237	4354	5531
8238	4337	5508
8239	4326	5495
8240	4319	5479
8241	4302	5455
8242	4292	5430
8243	4277	5410
8244	4273	5395
8245	4257	5374
8246	4242	5346
8247	4238	5343
8248	4224	5330
8249	4212	5322
8250	4202	5298
8251	4194	5277
8252	4180	5266
8253	4156	5234
8254	4131	5216
8255	4117	5201
8256	4112	5198
8257	4092	5168
8258	4078	5158
8259	4065	5140
8260	4048	5131
8261	4031	5106
8262	4022	5093
8263	4008	5076
8264	3994	5064
8265	3970	5043
8266	3958	5011
8267	3946	4994
8268	3911	4957
8269	3893	4921
8295	3702	4725
8296	3710	4727
8297	3719	4737
8298	3710	4719
8299	3705	4716
8300	3718	4719
8301	3711	4720
8302	3709	4724
8303	3701	4715
8304	3700	4716
8305	3700	4716
8306	3700	4723
8307	3698	4724
8308	3703	4724
8309	3704	4721
8310	3704	4722
8311	3716	4728
8312	3721	4723
8313	3714	4718
8314	3706	4714
8315	3706	4715
8316	3699	4709
8317	3705	4708
8318	3715	4716
8319	3723	4726
8320	3733	4741
8321	3734	4754
8322	3735	4766
8323	3733	4750
8324	3733	4758
8325	3740	4761
8326	3742	4767
8327	3747	4776
8328	3759	4787
8329	3776	4814
8330	3785	4813
8331	3787	4819
8332	3806	4834
8333	3822	4856
8334	3819	4860
8335	3837	4873
8336	3848	4891
8337	3864	4896
8338	3880	4911
8339	3893	4928
8340	3902	4937
8341	3906	4948
8342	3922	4975
8343	3928	4998
8344	3936	5006
8345	3956	5039
8346	3959	5057
8347	3956	5060
8348	3967	5074
8349	3978	5088
8350	3989	5099
8351	4007	5112
8352	4017	5129
8353	4028	5147
8354	4038	5157
8355	4042	5175
8356	4057	5186
8357	4063	5206
8358	4083	5235
8359	4096	5257
8360	4101	5266
8361	4109	5281
8362	4119	5309
8363	4139	5332
8364	4156	5356
8366	4177	5389
8367	4186	5407
8368	4198	5415
8369	4212	5441
8370	4224	5458
8371	4236	5475
8372	4239	5484
8373	4244	5497
8374	4254	5518
8375	4265	5531
8376	4277	5548
8377	4276	5566
8378	4291	5579
8379	4293	5592
8380	4298	5611
8381	4313	5625
8382	4336	5650
8383	4338	5658
8384	4344	5672
8385	4372	5711
8386	4395	5738
8387	4413	5754
8388	4428	5782
8389	4436	5797
8390	4452	5819
8391	4464	5838
8392	4471	5847
8393	4485	5858
8394	4492	5869
8395	4498	5870
8396	4505	5874
8397	4505	5882
8398	4505	5896
8399	4504	5904
8400	4508	5905
8401	4511	5907
8402	4511	5924
8403	4525	5944
8404	4535	5960
8405	4549	5972
8406	4565	5985
8407	4572	5995
8408	4575	6004
8409	4581	6011
8410	4594	6031
8411	4586	6037
8412	4576	6048
8413	4594	6061
8414	4601	6084
8415	4606	6095
8416	4605	6102
8417	4611	6117
8418	4614	6121
8419	4613	6116
8420	4618	6123
8421	4625	6128
8422	4630	6127
8423	4629	6131
8424	4617	6120
8425	4623	6131
8426	4635	6131
8427	4640	6149
8428	4649	6160
8429	4651	6158
8430	4656	6179
8431	4652	6181
8432	4654	6184
8433	4656	6196
8434	4660	6198
8435	4675	6203
8436	4691	6218
8437	4694	6233
8438	4696	6233
8439	4676	6228
8440	4678	6231
8441	4683	6242
8442	4677	6236
8443	4678	6237
8444	4681	6230
8445	4677	6230
8446	4669	6232
8447	4673	6225
8448	4684	6217
8449	4678	6223
8450	4678	6237
8451	4680	6230
8452	4679	6225
8453	4683	6233
8454	4696	6248
8455	4699	6253
8456	4703	6262
8457	4712	6271
8458	4699	6268
8459	4684	6266
8460	4685	6272
8461	4677	6269
8462	4664	6258
8463	4660	6265
8464	4676	6270
8465	4677	6264
8466	4662	6250
8467	4652	6243
8468	4643	6222
8469	4639	6212
8470	4632	6216
8471	4628	6223
8472	4633	6222
8473	4636	6226
8474	4634	6233
8475	4630	6219
8476	4629	6205
8477	4630	6206
8478	4603	6174
8479	4595	6168
8480	4599	6173
8481	4594	6163
8482	4584	6133
8483	4590	6136
8484	4575	6140
8485	4571	6133
8486	4573	6125
8487	4550	6110
8488	4543	6086
8489	4516	6060
8490	4506	6040
8491	4505	6024
8492	4492	6024
8493	4489	6013
8494	4490	6013
8495	4485	6014
8496	4486	6023
8497	4475	6017
8498	4480	6016
8499	4472	6019
8500	4467	6016
8501	4467	6011
8502	4470	6006
8503	4468	6009
8504	4460	6008
8505	4474	6013
8506	4490	6020
8507	4489	6037
8508	4503	6041
8509	4517	6051
8510	4528	6060
8511	4544	6067
8512	4556	6074
8513	4566	6083
8514	4558	6079
8515	4558	6077
8516	4556	6063
8517	4553	6054
8518	4553	6060
8519	4558	6060
8520	4545	6065
8521	4531	6068
8522	4537	6072
8523	4536	6072
8524	4537	6066
8525	4534	6057
8526	4550	6061
8527	4556	6062
8528	4550	6060
8529	4552	6053
8530	4536	6046
8531	4541	6054
8532	4528	6044
8533	4528	6034
8534	4534	6033
8535	4537	6045
8536	4538	6050
8537	4541	6053
8538	4541	6049
8539	4558	6060
8540	4558	6057
8541	4552	6043
8542	4550	6031
8543	4542	6022
8544	4543	6019
8545	4551	6016
8546	4556	6020
8547	4553	6016
8548	4543	5995
8549	4549	6001
8550	4534	5983
8551	4528	5978
8552	4522	5973
8553	4515	5965
8554	4497	5949
8555	4484	5940
8556	4469	5920
8557	4462	5906
8558	4464	5904
8559	4467	5899
8560	4466	5899
8561	4458	5879
8562	4442	5858
8563	4434	5842
8564	4426	5832
8565	4418	5815
8566	4410	5804
8567	4411	5789
8568	4401	5774
8569	4413	5772
8570	4397	5754
8571	4396	5743
8572	4393	5727
8573	4390	5721
8574	4385	5713
8575	4384	5698
8576	4386	5685
8577	4411	5705
8578	4411	5697
8579	4410	5688
8580	4403	5673
8581	4385	5658
8582	4384	5646
8583	4363	5623
8584	4370	5615
8585	4363	5613
8586	4364	5616
8587	4362	5608
8588	4359	5603
8589	4363	5606
8590	4370	5609
8591	4359	5589
8592	4362	5597
8593	4361	5604
8594	4364	5611
8595	4382	5619
8596	4394	5626
8597	4397	5618
8598	4398	5618
8599	4409	5633
8600	4411	5626
8601	4403	5634
8602	4414	5655
8603	4419	5658
8604	4425	5668
8605	4431	5687
8606	4434	5685
8607	4438	5698
8608	4437	5694
8609	4431	5695
8610	4438	5697
8611	4439	5708
8612	4426	5690
8613	4419	5695
8614	4423	5703
8615	4435	5726
8616	4438	5724
8617	4453	5745
8618	4466	5761
8619	4478	5788
8620	4504	5813
8621	4524	5832
8622	4529	5840
8623	4534	5856
8624	4550	5878
8625	4562	5888
8626	4580	5902
8627	4591	5918
8628	4596	5938
8629	4600	5951
8630	4607	5970
8631	4618	5991
8632	4627	6003
8633	4630	6013
8634	4636	6033
8635	4651	6048
8636	4661	6064
8637	4677	6089
8638	4690	6102
8639	4694	6125
8640	4712	6145
8641	4728	6158
8642	4747	6187
8643	4754	6197
8644	4755	6195
8645	4754	6210
8646	4773	6233
8647	4797	6257
8648	4807	6259
8649	4813	6274
8650	4828	6290
8651	4833	6289
8652	4845	6305
8653	4860	6327
8654	4867	6344
8655	4873	6357
8656	4883	6378
8657	4900	6403
8658	4894	6409
8659	4902	6412
8660	4915	6426
8661	4919	6414
8662	4917	6416
8663	4910	6390
8664	4921	6399
8665	4925	6400
8666	4927	6385
8667	4933	6393
8668	4930	6383
8669	4914	6367
8670	4908	6373
8671	4907	6368
8672	4912	6379
8673	4915	6368
8674	4918	6367
8675	4911	6365
8676	4916	6366
8677	4905	6343
8678	4909	6343
8679	4907	6336
8680	4910	6337
8681	4914	6331
8682	4917	6324
8683	4918	6336
8684	4919	6339
8685	4904	6316
8686	4889	6308
8687	4900	6316
8688	4902	6309
8689	4915	6314
8690	4899	6296
8691	4889	6295
8692	4885	6298
8693	4878	6296
8694	4874	6289
8695	4865	6281
8696	4863	6275
8697	4859	6261
8698	4833	6244
8699	4822	6229
8700	4803	6220
8701	4798	6208
8702	4788	6214
8703	4790	6208
8704	4786	6207
8705	4788	6205
8706	4791	6201
8707	4797	6206
8708	4802	6205
8709	4808	6208
8710	4804	6196
8711	4810	6199
8712	4808	6191
8713	4806	6191
8714	4784	6169
8715	4771	6152
8716	4755	6133
8717	4741	6121
8718	4726	6105
8719	4688	6074
8720	4666	6050
8721	4648	6034
8722	4631	6017
8723	4610	5990
8724	4595	5978
8725	4585	5956
8726	4564	5929
8727	4554	5909
8728	4519	5883
8729	4512	5865
8730	4514	5864
8731	4492	5844
8732	4472	5827
8733	4445	5800
8734	4425	5779
8735	4409	5753
8736	4383	5723
8737	4362	5688
8738	4340	5660
8739	4327	5643
8740	4306	5616
8741	4286	5593
8742	4261	5570
8743	4244	5555
8744	4223	5534
8745	4214	5513
8746	4201	5496
8747	4172	5466
8748	4172	5453
8749	4162	5437
8750	4136	5406
8751	4119	5389
8752	4110	5364
8753	4096	5347
8754	4075	5334
8755	4066	5321
8756	4059	5306
8757	4036	5282
8758	4019	5259
8759	3995	5238
8760	3969	5217
8761	3944	5179
8762	3929	5151
8763	3899	5118
8764	3894	5101
8765	3877	5078
8766	3859	5062
8767	3833	5037
8768	3801	5007
8769	3774	4979
8770	3765	4961
8771	3738	4933
8772	3718	4913
8773	3694	4893
8774	3676	4876
8775	3654	4838
8776	3625	4803
8777	3599	4769
8778	3581	4746
8779	3556	4718
8780	3518	4670
8781	3469	4625
8782	3426	4581
8783	3409	4558
8784	3401	4542
8785	3382	4524
8786	3364	4493
8787	3344	4471
8788	3312	4436
8789	3273	4397
8790	3246	4366
8791	3223	4345
8792	3201	4329
8793	3182	4303
8794	3154	4275
8795	3133	4257
8796	3124	4240
8797	3105	4223
8798	3094	4213
8799	3073	4192
8800	3059	4179
8801	3037	4162
8802	3003	4118
8803	2977	4093
8804	2953	4076
8805	2934	4066
8806	2922	4050
8807	2907	4031
8808	2873	4006
8809	2850	3991
8810	2829	3969
8811	2816	3944
8812	2788	3912
8813	2763	3894
8814	2743	3876
8815	2733	3854
8816	2702	3818
8817	2692	3816
8818	2681	3804
8819	2658	3783
8820	2643	3764
8821	2632	3745
8822	2622	3731
8823	2602	3708
8824	2579	3685
8825	2561	3665
8826	2546	3648
8827	2539	3631
8828	2524	3618
8829	2514	3600
8830	2498	3580
8831	2488	3567
8832	2462	3539
8833	2441	3520
8834	2418	3493
8835	2402	3472
8836	2388	3450
8837	2376	3437
8838	2360	3405
8839	2343	3382
8840	2321	3358
8841	2304	3339
8842	2287	3325
8843	2271	3309
8844	2257	3287
8845	2257	3284
8846	2250	3270
8847	2242	3262
8848	2223	3248
8849	2206	3218
8850	2204	3203
8851	2180	3169
8852	2172	3166
8853	2145	3134
8854	2145	3121
8855	2139	3108
8856	2113	3081
8857	2086	3054
8858	2088	3070
8859	2082	3068
8860	2114	3097
8861	2148	3154
8862	2166	3190
8863	2205	3228
8864	2238	3257
8865	2254	3285
8866	2285	3325
8867	2316	3359
8868	2346	3396
8869	2388	3435
8870	2414	3477
8871	2446	3514
8872	2473	3555
8873	2510	3629
8874	2554	3673
8875	2568	3714
8876	2591	3753
8877	2636	3801
8878	2674	3861
8879	2727	3922
8880	2758	3962
8881	2788	3998
8882	2827	4045
8883	2863	4085
8884	2902	4131
8885	2944	4176
8886	2970	4206
8887	2995	4246
8888	3035	4302
8889	3058	4343
8890	3093	4381
8891	3126	4433
8892	3164	4480
8893	3219	4530
8894	3255	4564
8895	3283	4603
8896	3324	4659
8897	3374	4725
8898	3410	4755
8899	3448	4798
8900	3487	4843
8901	3516	4878
8902	3555	4927
8903	3592	4971
8904	3631	5016
8905	3672	5057
8906	3705	5107
8907	3726	5143
8908	3745	5176
8909	3775	5218
8910	3804	5248
8911	3825	5287
8912	3857	5325
8913	3898	5370
8914	3932	5414
8915	3958	5450
8916	3981	5488
8917	4028	5541
8918	4059	5589
8919	4082	5615
8920	4103	5649
8921	4133	5685
8922	4161	5718
8923	4191	5756
8924	4223	5786
8925	4270	5839
8926	4313	5879
8927	4335	5907
8928	4361	5934
8929	4394	5993
8930	4423	6028
8931	4451	6064
8932	4477	6094
8933	4529	6140
8934	4562	6167
8935	4587	6196
8936	4631	6234
8937	4650	6259
8938	4682	6297
8939	4707	6332
8940	4733	6355
8941	4741	6365
8942	4750	6378
8943	4759	6386
8944	4768	6390
8945	4772	6396
8946	4764	6387
8947	4760	6379
8948	4753	6374
8949	4744	6356
8950	4734	6338
8951	4729	6335
8952	4727	6328
8953	4722	6321
8954	4719	6312
8955	4708	6291
8956	4690	6278
8957	4692	6271
8958	4699	6272
8959	4697	6251
8960	4696	6237
8961	4692	6225
8962	4688	6226
8963	4689	6217
8964	4678	6193
8965	4671	6179
8966	4668	6168
8967	4656	6141
8968	4645	6115
8969	4636	6103
8970	4630	6091
8971	4625	6080
8972	4608	6067
8973	4587	6034
8974	4587	6017
8975	4579	6011
8976	4570	5999
8977	4565	5980
8978	4565	5967
8979	4551	5954
8980	4540	5938
8981	4535	5920
8982	4529	5913
8983	4529	5900
8984	4523	5892
8985	4512	5875
8986	4528	5870
8987	4528	5861
8988	4521	5856
8989	4536	5861
8990	4531	5872
8991	4535	5871
8992	4545	5865
8993	4542	5854
8994	4522	5836
8995	4521	5848
8996	4513	5841
8997	4483	5837
8998	4483	5839
8999	4488	5839
9000	4493	5843
9001	4484	5835
9002	4499	5842
9003	4509	5861
9004	4513	5871
9005	4529	5867
9006	4526	5876
9007	4517	5863
9008	4524	5875
9009	4525	5865
9010	4527	5864
9011	4546	5875
9012	4539	5889
9013	4538	5892
9014	4548	5907
9015	4543	5907
9016	4549	5917
9017	4568	5947
9018	4583	5963
9019	4611	6000
9020	4624	6018
9021	4624	6027
9022	4635	6035
9023	4645	6052
9024	4655	6070
9025	4659	6083
9026	4659	6101
9027	4685	6125
9028	4700	6145
9029	4705	6152
9030	4710	6159
9031	4716	6169
9032	4731	6192
9033	4726	6199
9034	4729	6209
9035	4737	6234
9036	4736	6241
9037	4749	6259
9038	4763	6286
9039	4762	6286
9040	4764	6285
9041	4785	6305
9042	4798	6316
9043	4807	6322
9044	4821	6336
9045	4832	6349
9046	4832	6360
9047	4848	6371
9048	4862	6375
9049	4858	6380
9050	4878	6392
9051	4889	6406
9052	4888	6409
9053	4911	6421
9054	4929	6447
9055	4936	6473
9056	4961	6499
9057	4970	6508
9058	4975	6525
9059	4986	6532
9060	4994	6545
9061	5005	6562
9062	5008	6568
9063	5004	6561
9064	4999	6548
9065	4993	6545
9066	4996	6538
9067	4998	6546
9068	5019	6545
9069	5009	6523
9070	5019	6522
9071	5010	6513
9072	4992	6505
9073	4993	6503
9074	4986	6487
9075	4972	6475
9076	4966	6463
9077	4954	6449
9078	4939	6426
9079	4927	6409
9080	4922	6390
9081	4913	6376
9082	4912	6360
9083	4896	6354
9084	4884	6333
9085	4889	6329
9086	4884	6317
9087	4872	6301
9088	4863	6281
9089	4855	6267
9090	4825	6241
9091	4814	6221
9092	4811	6204
9093	4795	6182
9094	4796	6181
9095	4791	6164
9096	4785	6141
9097	4777	6145
9098	4770	6137
9099	4763	6132
9100	4757	6123
9101	4749	6114
9102	4747	6118
9103	4734	6100
9104	4710	6081
9105	4703	6079
9106	4700	6069
9107	4712	6081
9108	4703	6078
9109	4692	6072
9110	4690	6069
9111	4689	6062
9112	4685	6062
9113	4692	6067
9114	4693	6054
9115	4696	6067
9116	4698	6057
9117	4703	6068
9118	4726	6065
9119	4730	6069
9120	4741	6078
9121	4744	6080
9122	4739	6083
9123	4738	6090
9124	4732	6088
9125	4743	6105
9126	4734	6098
9127	4721	6109
9128	4732	6109
9129	4736	6111
9130	4743	6116
9131	4745	6108
9132	4730	6095
9133	4736	6099
9134	4736	6103
9135	4739	6097
9136	4751	6098
9137	4746	6085
9138	4749	6086
9139	4755	6088
9140	4764	6097
9141	4774	6103
9142	4766	6105
9143	4761	6111
9144	4770	6120
9145	4765	6134
9146	4774	6163
9147	4782	6169
9148	4792	6188
9149	4802	6202
9150	4809	6206
9151	4825	6227
9152	4844	6256
9153	4859	6271
9154	4869	6287
9155	4875	6309
9156	4873	6325
9157	4882	6335
9158	4888	6355
9159	4907	6368
9160	4925	6392
9161	4925	6392
9162	4940	6408
9163	4948	6422
9164	4953	6432
9165	4948	6429
9166	4953	6421
9167	4958	6424
9168	4959	6422
9169	4962	6435
9170	4958	6432
9171	4952	6428
9172	4940	6420
9173	4942	6408
9174	4946	6401
9175	4961	6405
9176	4958	6393
9177	4943	6376
9178	4940	6373
9179	4948	6381
9180	4942	6373
9181	4929	6369
9182	4941	6373
9183	4951	6384
9184	4953	6389
9185	4941	6393
9186	4943	6403
9187	4940	6401
9188	4942	6401
9189	4942	6401
9190	4949	6392
9191	4933	6376
9192	4938	6374
9193	4939	6372
9194	4931	6375
9195	4924	6364
9196	4918	6357
9197	4931	6371
9198	4931	6391
9199	4938	6392
9200	4949	6403
9201	4941	6402
9202	4936	6387
9203	4939	6397
9204	4943	6409
9205	4939	6407
9206	4930	6406
9207	4929	6398
9208	4938	6414
9209	4931	6427
9210	4945	6429
9211	4953	6447
9212	4963	6456
9213	4965	6458
9214	4944	6450
9215	4951	6458
9216	4950	6454
9217	4957	6468
9218	4962	6486
9219	4981	6499
9220	4986	6494
9221	4986	6506
9222	4992	6516
9223	5005	6539
9224	5008	6537
9225	4998	6526
9226	5009	6532
9227	5014	6548
9228	5005	6556
9229	4989	6529
9230	4982	6535
9231	4976	6545
9232	4987	6569
9233	4986	6579
9234	4990	6579
9235	4990	6571
9236	4982	6576
9237	4996	6592
9238	5000	6597
9239	5008	6605
9240	5034	6630
9241	5029	6632
9242	5049	6654
9243	5067	6681
9244	5078	6697
9245	5103	6725
9246	5104	6747
9247	5126	6766
9248	5136	6783
9249	5155	6807
9250	5167	6826
9251	5179	6829
9252	5193	6838
9253	5211	6848
9254	5210	6853
9255	5227	6864
9256	5239	6869
9257	5236	6866
9258	5230	6869
9259	5222	6872
9260	5229	6872
9261	5240	6873
9262	5243	6873
9263	5237	6859
9264	5246	6859
9265	5244	6860
9266	5241	6855
9267	5228	6850
9268	5223	6857
9269	5213	6854
9270	5220	6859
9271	5221	6856
9272	5215	6851
9273	5232	6862
9274	5244	6856
9275	5226	6838
9276	5228	6840
9277	5238	6833
9278	5242	6831
9279	5238	6823
9280	5235	6827
9281	5242	6828
9282	5227	6814
9283	5210	6806
9284	5204	6803
9285	5214	6812
9286	5216	6819
9287	5212	6808
9288	5201	6811
9289	5210	6808
9290	5206	6805
9291	5201	6796
9292	5177	6783
9293	5194	6784
9294	5194	6769
9295	5201	6777
9296	5212	6786
9297	5218	6797
9298	5208	6794
9299	5196	6788
9300	5197	6804
9301	5209	6821
9302	5204	6819
9303	5220	6830
9304	5217	6826
9305	5229	6838
9306	5231	6845
9307	5216	6835
9308	5218	6832
9309	5220	6837
9310	5224	6847
9311	5236	6840
9312	5246	6848
9313	5241	6852
9314	5256	6866
9315	5261	6858
9316	5251	6854
9317	5267	6862
9318	5266	6859
9319	5255	6850
9320	5247	6846
9321	5238	6841
9322	5244	6841
9323	5243	6838
9324	5234	6826
9325	5219	6816
9326	5211	6807
9327	5199	6806
9328	5192	6773
9329	5192	6762
9330	5192	6750
9331	5180	6732
9332	5179	6720
9333	5168	6710
9334	5155	6696
9335	5142	6670
9336	5127	6658
9337	5104	6628
9338	5087	6611
9339	5078	6602
9340	5060	6583
9341	5061	6575
9342	5057	6559
9343	5057	6548
9344	5047	6537
9345	5033	6516
9346	5025	6495
9347	5017	6474
9348	5017	6468
9349	5004	6455
9350	4983	6439
9351	4975	6429
9352	4969	6419
9353	4956	6409
9354	4944	6393
9355	4936	6378
9356	4930	6355
9357	4914	6344
9358	4905	6337
9359	4884	6323
9360	4895	6314
9361	4885	6302
9362	4884	6296
9363	4891	6306
9364	4896	6294
9365	4884	6283
9366	4893	6307
9367	4897	6302
9368	4909	6301
9369	4903	6289
9370	4906	6286
9371	4907	6285
9372	4914	6292
9373	4907	6292
9374	4911	6296
9375	4902	6289
9376	4893	6274
9377	4893	6269
9378	4889	6267
9379	4877	6252
9380	4889	6255
9381	4882	6245
9382	4878	6242
9383	4877	6249
9384	4890	6265
9385	4878	6266
9386	4877	6263
9387	4876	6263
9388	4880	6265
9389	4873	6248
9390	4872	6245
9391	4871	6242
9392	4876	6248
9393	4875	6251
9394	4885	6257
9395	4885	6249
9396	4883	6254
9397	4880	6259
9398	4856	6239
9399	4851	6233
9400	4847	6238
9401	4841	6239
9402	4845	6246
9403	4848	6248
9404	4860	6253
9405	4862	6270
9406	4864	6284
9407	4879	6321
9408	4903	6352
9409	4911	6367
9410	4925	6399
9411	4932	6433
9412	4944	6461
9413	4962	6485
9414	4975	6493
9415	4977	6508
9416	4990	6528
9417	5002	6528
9418	5010	6547
9419	5018	6551
9420	5038	6582
9421	5034	6585
9422	5044	6596
9423	5053	6608
9424	5049	6601
9425	5049	6604
9426	5048	6612
9427	5049	6626
9428	5042	6630
9429	5041	6632
9430	5039	6629
9431	5045	6630
9432	5043	6626
9433	5038	6621
9434	5025	6612
9435	5020	6611
9436	5010	6599
9437	4998	6580
9438	4980	6557
9439	4953	6535
9440	4944	6526
9441	4922	6503
9442	4893	6462
9443	4865	6449
9444	4832	6411
9445	4797	6385
9446	4779	6363
9447	4762	6339
9448	4737	6307
9449	4722	6281
9450	4695	6246
9451	4666	6221
9452	4641	6194
9453	4620	6170
9454	4606	6154
9455	4592	6121
9456	4578	6109
9457	4573	6088
9458	4557	6079
9459	4536	6047
9460	4525	6036
9461	4510	6011
9462	4501	6007
9463	4500	6007
9464	4487	5989
9465	4474	5980
9466	4473	5978
9467	4453	5962
9468	4447	5954
9469	4433	5935
9470	4443	5945
9471	4435	5946
9472	4426	5944
9473	4412	5931
9474	4394	5930
9475	4403	5927
9476	4399	5915
9477	4391	5906
9478	4396	5911
9479	4388	5901
9480	4385	5888
9481	4376	5884
9482	4366	5871
9483	4362	5856
9484	4359	5843
9485	4350	5830
9486	4349	5832
9487	4348	5841
9488	4352	5853
9489	4348	5853
9490	4355	5871
